variant	model	model_type	task	evaluation_set	n_train	overlap_n	overlap_pct	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
sensexamp-classifier	sensexamp	classifier	broad_activity	minustrain	20587.0	1048	24.06	0.17865037434903397	0.8832236842105263	0.8002980625931445	0.9100169779286927	0.9853211009174312	0.0899830220713073	0.7449284279061074	0.9037116211898615	0.97	0.5744438314208912	0.5167335270611715	100.0	2769.0	2180.0	589.0	2684.0	0.0				
sensexamp-classifier	sensexamp	classifier	broad_activity	holdout	20587.0	1048	24.06	0.010088127957287018	0.8810457516339869	0.8081534772182254	0.963855421686747	0.9683908045977011	0.03614457831325301	0.7035729123390113	0.9095614429257373	0.94	0.5991771077048667	0.5725755212845839	100.0	431.0	348.0	83.0	417.0	0.0				
sensexamp-ecoli	sensexamp	regressor	broad_activity	battleamp	20587.0	1048	24.06	0.5136298907621524	0.8968896463570516	0.9160139251523064	0.3344887348353553	0.8785475792988314	0.6655112651646448	0.8322398972290619	0.9475260118996535	0.99	0.6510325290547032	0.541120682850517	100.0	2973.0	2396.0	577.0	2298.0	0.0				
sensexamp-ecoli	sensexamp	regressor	broad_activity	minustrain	20587.0	1048	24.06	0.4700177428443309	0.8886376483889203	0.9123621590249564	0.360381861575179	0.8661157024793389	0.639618138424821	0.8152310696463441	0.9439415798958795	0.99	0.6353199810508737	0.5349271786785892	100.0	2234.0	1815.0	419.0	1723.0	0.0				
sensexamp-ecoli	sensexamp	regressor	broad_activity	holdout	20587.0	1048	24.06	0.36373468513253915	0.8032786885245902	0.9074074074074074	0.2857142857142857	0.7205882352941176	0.7142857142857143	0.7473214285714286	0.9036007033184869	0.92	0.5602056612118531	0.49933490984333434	100.0	342.0	272.0	70.0	216.0	0.0				
sensexamp-saureus	sensexamp	regressor	broad_activity	battleamp	20587.0	1048	24.06	0.4738232687378695	0.806843540788495	0.9481351981351981	0.13671274961597543	0.7022011221406992	0.8632872503840245	0.8038063680788561	0.9311824618720812	1.0	0.6371241216494394	0.5351054098296653	100.0	2968.0	2317.0	651.0	1716.0	0.0				
sensexamp-saureus	sensexamp	regressor	broad_activity	minustrain	20587.0	1048	24.06	0.40644752059436273	0.7777409738323948	0.9392	0.16521739130434782	0.6636517806670436	0.8347826086956521	0.7697335758350334	0.9208263989335226	0.99	0.5914057638997585	0.5291052060261985	100.0	2229.0	1769.0	460.0	1250.0	0.0				
sensexamp-saureus	sensexamp	regressor	broad_activity	holdout	20587.0	1048	24.06	0.311799910075637	0.6885964912280702	0.9401197604790419	0.14705882352941177	0.5432525951557093	0.8529411764705882	0.7162629757785468	0.9083872162895805	0.95	0.5789366557039862	0.516614212933178	100.0	357.0	289.0	68.0	167.0	0.0				
ampredictor	ampredictor	regressor	broad_activity	battleamp	2952.0	992	22.78	0.6100715364669053	0.9407665505226481	0.9204545454545454	0.412573673870334	0.9619952494061758	0.587426326129666	0.8148271726500194	0.9425091865051315	0.98	0.5856640724491348	0.5226995575794248	100.0	3035.0	2526.0	509.0	2640.0	0.0				
ampredictor	ampredictor	regressor	broad_activity	minustrain	2952.0	992	22.78	0.48566026051165356	0.9300557526609224	0.8986287952987267	0.5671232876712329	0.9637605042016807	0.4328767123287671	0.7468156440658456	0.9242233291346229	0.97	0.5564795853453133	0.5173251719631888	100.0	2269.0	1904.0	365.0	2042.0	0.0				
ampredictor	ampredictor	regressor	broad_activity	holdout	2952.0	992	22.78	0.10013768051199019	0.926829268292683	0.8786127167630058	0.9333333333333333	0.9806451612903225	0.06666666666666667	0.5782078853046595	0.9052786602267837	0.92	0.529522731560083	0.5234235694602043	100.0	355.0	310.0	45.0	346.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	broad_activity	battleamp	12593.0	1473	33.82	0.3262284418595057	0.8526963445530221	0.862371888726208	0.5074224021592443	0.8432355046528275	0.4925775978407557	0.7073640546495913	0.8797156939920476	0.91	0.5371706837015363	0.503323353198506	100.0	3535.0	2794.0	741.0	2732.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	broad_activity	minustrain	12593.0	1473	33.82	0.2856397433457117	0.8368036015756893	0.8585450346420324	0.5125523012552301	0.8161361141602634	0.4874476987447699	0.6866816087889074	0.867492371293245	0.87	0.5234539508432864	0.5005351149835403	100.0	2300.0	1822.0	478.0	1732.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	broad_activity	holdout	12593.0	1473	33.82	0.2905740046755626	0.8694404591104734	0.8782608695652174	0.56	0.8607954545454546	0.44	0.6378409090909091	0.879969608698781	0.86	0.5356858054226475	0.5346048423937871	100.0	427.0	352.0	75.0	345.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	broad_activity	battleamp	12593.0	1473	33.82	0.3474221665942022	0.8354856822010107	0.8691588785046729	0.42857142857142855	0.8043243243243243	0.5714285714285714	0.7214699393270823	0.8831498503968824	0.96	0.544119952390629	0.5148420905779125	100.0	3559.0	2775.0	784.0	2568.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	broad_activity	minustrain	12593.0	1473	33.82	0.28472121214462504	0.8359183673469388	0.8504983388704319	0.5252918287937743	0.8218298555377207	0.47470817120622566	0.6798033864006845	0.8628062787674792	0.93	0.5279952164764642	0.5067785208098984	100.0	2383.0	1869.0	514.0	1806.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	broad_activity	holdout	12593.0	1473	33.82	0.16961720932875093	0.7922705314009661	0.8512110726643599	0.5443037974683544	0.7409638554216867	0.45569620253164556	0.6013802043617509	0.8441348219320282	0.82	0.5234100960805247	0.49748743718592964	100.0	411.0	332.0	79.0	289.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	broad_activity	battleamp	12593.0	1473	33.82	0.45069884500395885	0.913682753848815	0.8865391070829137	0.5504885993485342	0.9425410421127766	0.4495114006514658	0.7923557393857807	0.9328329042156231	0.98	0.5911843478850367	0.5151726472925231	100.0	3416.0	2802.0	614.0	2979.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	broad_activity	minustrain	12593.0	1473	33.82	0.3895176127011804	0.9036998163211756	0.8705763397371082	0.6124401913875598	0.939443535188216	0.3875598086124402	0.7500854874875031	0.9148621795227219	0.96	0.5718976216412416	0.5094174490596691	100.0	2251.0	1833.0	418.0	1978.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	broad_activity	holdout	12593.0	1473	33.82	0.08112848715659254	0.8625954198473282	0.8737113402061856	0.765625	0.8517587939698492	0.234375	0.6412531407035175	0.902023382557829	0.93	0.534432028563872	0.49748743718592964	100.0	462.0	398.0	64.0	388.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	broad_activity	battleamp	12593.0	1473	33.82	0.2784640880308612	0.8995072420486785	0.841340782122905	0.7877947295423023	0.9663137632338787	0.21220527045769763	0.6200746031894354	0.8456342540151545	0.8	0.5028977079344876	0.4989146860335503	100.0	3838.0	3117.0	721.0	3580.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	broad_activity	minustrain	12593.0	1473	33.82	0.2457786306833297	0.889532293986637	0.8306988352745425	0.794921875	0.9573346116970278	0.205078125	0.5866116371045063	0.8171206099981514	0.75	0.4930350992834435	0.497914654167289	100.0	2598.0	2086.0	512.0	2404.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	broad_activity	holdout	12593.0	1473	33.82	0.09713934116885017	0.8714107365792759	0.8389423076923077	0.8271604938271605	0.9064935064935065	0.1728395061728395	0.5990059323392657	0.8707450223039267	0.89	0.5238264010193835	0.5079292566729753	100.0	466.0	385.0	81.0	416.0	0.0				
example-model	example-model	classifier	strain_ecoli25922	battleamp		0	0.0	-0.010523611125034225	0.5972961900860303	0.7319277108433735	0.5164410058027079	0.5044982698961937	0.4835589941972921	0.4847764250768005	0.7356143246069731	0.75	0.5006092262105003	0.5039509219109274	100.0	1962.0	1445.0	517.0	996.0	0.0				
example-model	example-model	classifier	strain_ecoli25922	minustrain		0	0.0	-0.010523611125034225	0.5972961900860303	0.7319277108433735	0.5164410058027079	0.5044982698961937	0.4835589941972921	0.4847764250768005	0.7356143246069731	0.75	0.5006092262105003	0.5039509219109274	100.0	1962.0	1445.0	517.0	996.0	0.0				
ampeppy	ampeppy	classifier	strain_ecoli25922	battleamp	6536.0	170	8.66	0.18415749768580886	0.8420074349442379	0.762198541783511	0.8201160541586073	0.9404844290657439	0.17988394584139264	0.6484408987169791	0.8120735015212374	0.79	0.5153873738176098	0.5087862226138086	100.0	1962.0	1445.0	517.0	1783.0	0.0				
ampeppy	ampeppy	classifier	strain_ecoli25922	minustrain	6536.0	170	8.66	0.19271910796730263	0.8408858603066439	0.7621988882025942	0.8088235294117647	0.9376899696048632	0.19117647058823528	0.662249208193916	0.8180987471188117	0.85	0.5208774999361446	0.5032206831198213	100.0	1792.0	1316.0	476.0	1619.0	0.0				
amplify	amplify	classifier	strain_ecoli25922	battleamp	6676.0	187	9.53	0.13457114007503923	0.8429048921300517	0.7513542795232936	0.8878143133462283	0.9598615916955018	0.11218568665377177	0.6209613621304706	0.7944524433899105	0.83	0.5111881689995974	0.49979616940043015	100.0	1962.0	1445.0	517.0	1846.0	0.0				
amplify	amplify	classifier	strain_ecoli25922	minustrain	6676.0	187	9.53	0.13858051036547708	0.8419278732726659	0.7524096385542168	0.8782051282051282	0.9556235654169855	0.12179487179487179	0.6332568222392246	0.800139812079956	0.8	0.5117711096449066	0.49910283570166764	100.0	1775.0	1307.0	468.0	1660.0	0.0				
ampscanner	ampscanner	classifier	strain_ecoli25922	battleamp	2132.0	77	3.92	0.18125942564735362	0.8471060555369689	0.7540202501488982	0.8694736842105263	0.966412213740458	0.13052631578947368	0.7025480112494978	0.8412717027338205	0.81	0.5367604472666747	0.5035097914475719	100.0	1785.0	1310.0	475.0	1679.0	0.0				
ampscanner	ampscanner	classifier	strain_ecoli25922	minustrain	2132.0	77	3.92	0.1862189023172102	0.8461268839817736	0.7529631940112289	0.8646288209606987	0.9656	0.13537117903930132	0.7083117903930132	0.8438446188843465	0.79	0.540480244088482	0.503864947928046	100.0	1708.0	1250.0	458.0	1603.0	0.0				
ampredmfa	ampredmfa	classifier	strain_ecoli25922	battleamp	11320.0	286	14.58	0.07556354145797961	0.8492506611813107	0.7379979570990807	0.9922630560928434	1.0	0.007736943907156673	0.5386934202512499	0.7597213399893836	0.77	0.5062664743264097	0.5005983065939789	100.0	1962.0	1445.0	517.0	1958.0	0.0				
ampredmfa	ampredmfa	classifier	strain_ecoli25922	minustrain	11320.0	286	14.58	0.06793285556177482	0.8381944444444445	0.7214584578601315	0.9936034115138592	1.0	0.006396588486140725	0.5356855796764786	0.7409096689177498	0.71	0.5036601559396671	0.5003494621248928	100.0	1676.0	1207.0	469.0	1673.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	strain_ecoli25922	battleamp	11131.0	209	10.65	0.2042432771898118	0.8446745562130178	0.7523056653491436	0.8468468468468469	0.9629005059021922	0.15315315315315314	0.6855373501663552	0.8271850699376422	0.85	0.5325736004931887	0.5033105762469274	100.0	1630.0	1186.0	444.0	1518.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	strain_ecoli25922	minustrain	11131.0	209	10.65	0.2176238278743201	0.8448422847399829	0.7547600913937548	0.8298969072164949	0.9593417231364957	0.17010309278350516	0.7133174818614585	0.8485727557172134	0.9	0.546052434606441	0.5136971671864176	100.0	1421.0	1033.0	388.0	1313.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	strain_ecoli25922	battleamp	3444.0	461	23.5	0.5556128991807135	0.88107202680067	0.8752079866888519	0.33783783783783783	0.8870151770657673	0.6621621621621622	0.8438140923385443	0.9180831901956246	0.94	0.6427520535535092	0.5073433191510933	100.0	1630.0	1186.0	444.0	1202.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	strain_ecoli25922	minustrain	3444.0	461	23.5	0.43564827437336695	0.8531791907514451	0.8473019517795637	0.4290322580645161	0.8591385331781141	0.5709677419354838	0.7774662961433023	0.8808696575557067	0.91	0.5879739342347382	0.498638560635239	100.0	1169.0	859.0	310.0	871.0	0.0				
apex-min	apex	regressor	strain_ecoli25922	battleamp	1388.0	19	0.97	0.25707185085044953	0.8034744842562432	0.8390022675736961	0.4930555555555556	0.7708333333333334	0.5069444444444444	0.6861979166666666	0.865548389604917	0.9	0.5532864278752436	0.5071640028847944	100.0	1248.0	960.0	288.0	882.0	0.0				
apex-min	apex	regressor	strain_ecoli25922	minustrain	1388.0	19	0.97	0.255147629935446	0.801762114537445	0.8377445339470656	0.493006993006993	0.7687434002111933	0.506993006993007	0.6844617895304275	0.8632110986728158	0.9	0.551632161536013	0.5062188160732626	100.0	1233.0	947.0	286.0	869.0	0.0				
apex-ecoli	apex	regressor	strain_ecoli25922	battleamp	1388.0	19	0.97	0.26482709169711144	0.4200913242009132	0.9387755102040817	0.040268456375838924	0.27058823529411763	0.959731543624161	0.6432441768653769	0.82379152730431	0.95	0.6035177758846386	0.5243043087526063	100.0	978.0	680.0	298.0	196.0	0.0				
apex-ecoli	apex	regressor	strain_ecoli25922	minustrain	1388.0	19	0.97	0.26274930997182505	0.41627906976744183	0.93717277486911	0.04054054054054054	0.26756352765321373	0.9594594594594594	0.6404425726174604	0.8204419743890403	0.95	0.6013773981675798	0.5232089019411281	100.0	965.0	669.0	296.0	191.0	0.0				
apex-saureus	apex	regressor	strain_ecoli25922	battleamp	1388.0	19	0.97	-0.024496782221809746	0.04812319538017324	0.6410256410256411	0.033816425120772944	0.025	0.966183574879227	0.5165386473429951	0.7061930127889695	0.71	0.49749809305873377	0.4980069429271964	100.0	1414.0	1000.0	414.0	39.0	0.0				
apex-saureus	apex	regressor	strain_ecoli25922	minustrain	1388.0	19	0.97	-0.033794786699252344	0.043052837573385516	0.6111111111111112	0.0340632603406326	0.02231237322515213	0.9659367396593674	0.5148601096617857	0.7030520713494329	0.7	0.49649556591616734	0.49801072501975785	100.0	1397.0	986.0	411.0	36.0	0.0				
apex-kpneumoniae	apex	regressor	strain_ecoli25922	battleamp	1388.0	19	0.97	0.05093637654124962	0.018957345971563982	1.0	0.0	0.009569377990430622	1.0	0.5158590691605045	0.7401919985531523	0.69	0.4979968407316682	0.5066739900958842	100.0	1430.0	1045.0	385.0	10.0	0.0				
apex-kpneumoniae	apex	regressor	strain_ecoli25922	minustrain	1388.0	19	0.97	0.04865853676675187	0.01725790987535954	1.0	0.0	0.008704061895551257	1.0	0.5142694092752423	0.7379345324056886	0.69	0.49760765550239233	0.5062758429059407	100.0	1417.0	1034.0	383.0	9.0	0.0				
apex-abaumannii	apex	regressor	strain_ecoli25922	battleamp	1388.0	19	0.97	0.27360991969426646	0.5837063563115488	0.8763440860215054	0.1498371335504886	0.4375838926174497	0.8501628664495114	0.6543033906827275	0.8232756654187461	0.89	0.5589661691118687	0.5136867469191266	100.0	1052.0	745.0	307.0	372.0	0.0				
apex-abaumannii	apex	regressor	strain_ecoli25922	minustrain	1388.0	19	0.97	0.27238927165370996	0.5825771324863884	0.8746594005449592	0.15081967213114755	0.43673469387755104	0.8491803278688524	0.6527311252369801	0.8202591929088358	0.89	0.5565494532584389	0.5117888987706459	100.0	1040.0	735.0	305.0	367.0	0.0				
apex-paeruginosa	apex	regressor	strain_ecoli25922	battleamp	1388.0	19	0.97	0.10160887308833626	0.057291666666666664	1.0	0.0	0.029490616621983913	1.0	0.5482504983845466	0.7105813233698726	0.79	0.528189932451256	0.5173675485421885	100.0	1136.0	746.0	390.0	22.0	0.0				
apex-paeruginosa	apex	regressor	strain_ecoli25922	minustrain	1388.0	19	0.97	0.09783616816739495	0.052980132450331126	1.0	0.0	0.027210884353741496	1.0	0.5466407181429273	0.7069180966960196	0.79	0.5272422588134549	0.5162642583842841	100.0	1123.0	735.0	388.0	20.0	0.0				
mbc-attention	mbc-attention	regressor	strain_ecoli25922	battleamp	3929.0	560	28.54	0.5717246398197532	0.9208386820710313	0.8834154351395731	0.47333333333333333	0.9615728328865059	0.5266666666666666	0.8441912421805183	0.9453811534251219	1.0	0.6440901180565355	0.5651477524650359	100.0	1419.0	1119.0	300.0	1218.0	0.0				
mbc-attention	mbc-attention	regressor	strain_ecoli25922	minustrain	3929.0	560	28.54	0.3825726009695516	0.8844415752098128	0.8303030303030303	0.6481481481481481	0.9461325966850829	0.35185185185185186	0.7608898608553305	0.9040508614788584	0.96	0.5840737509827362	0.5352375752303569	100.0	940.0	724.0	216.0	825.0	0.0				
sensexamp-classifier	sensexamp	classifier	strain_ecoli25922	battleamp	20587.0	446	22.73	0.16163948900072106	0.8465149873600578	0.7394321766561515	0.9322799097065463	0.9898648648648649	0.06772009029345373	0.7032956347995851	0.8501784523800353	0.93	0.5560595272116599	0.5136192063974316	100.0	1627.0	1184.0	443.0	1585.0	0.0				
sensexamp-classifier	sensexamp	classifier	strain_ecoli25922	minustrain	20587.0	446	22.73	0.15551511818297448	0.8512241054613936	0.7464905037159373	0.9359756097560976	0.9901423877327492	0.06402439024390244	0.7023882670371063	0.8559770352664925	0.94	0.5612494323190768	0.5161002565790243	100.0	1241.0	913.0	328.0	1211.0	0.0				
sensexamp-ecoli	sensexamp	regressor	strain_ecoli25922	battleamp	20587.0	446	22.73	0.4753708652448752	0.8913461538461539	0.8753541076487252	0.45674740484429066	0.9079333986287953	0.5432525951557093	0.8072349179344492	0.9311178010957001	0.98	0.6506347935389243	0.53024359467169	100.0	1310.0	1021.0	289.0	1059.0	0.0				
sensexamp-ecoli	sensexamp	regressor	strain_ecoli25922	minustrain	20587.0	446	22.73	0.4058313751139122	0.8823529411764706	0.8650306748466258	0.5188679245283019	0.9003831417624522	0.4811320754716981	0.7841996192679341	0.9236502213230828	0.96	0.6254316844667152	0.5223472721568274	100.0	995.0	783.0	212.0	815.0	0.0				
sensexamp-saureus	sensexamp	regressor	strain_ecoli25922	battleamp	20587.0	446	22.73	0.4649012032229638	0.8195179306290418	0.8935897435897436	0.24702380952380953	0.756786102062975	0.7529761904761905	0.7682449201178843	0.8898484807507336	0.95	0.5739518448673258	0.5282757825111286	100.0	1257.0	921.0	336.0	780.0	0.0				
sensexamp-saureus	sensexamp	regressor	strain_ecoli25922	minustrain	20587.0	446	22.73	0.4252340745338954	0.8135072908672295	0.8877721943048577	0.2791666666666667	0.7507082152974505	0.7208333333333333	0.7486189801699717	0.8828866594687941	0.92	0.5553153421798122	0.5214505008517564	100.0	946.0	706.0	240.0	597.0	0.0				
ampredictor	ampredictor	regressor	strain_ecoli25922	battleamp	2952.0	417	21.25	0.5620178190583529	0.9367507234394378	0.8977812995245642	0.5397489539748954	0.9792566983578219	0.4602510460251046	0.7991812615948765	0.9379782190962755	0.99	0.5768411383691887	0.531602748902165	100.0	1396.0	1157.0	239.0	1262.0	0.0				
ampredictor	ampredictor	regressor	strain_ecoli25922	minustrain	2952.0	417	21.25	0.38846203139880825	0.920042643923241	0.8725985844287159	0.7039106145251397	0.9729425028184893	0.29608938547486036	0.7338716280475901	0.9199792115842732	0.97	0.5520483232101971	0.5273679653961898	100.0	1066.0	887.0	179.0	989.0	0.0				
